90.95324933687003, www.nytimes.com
17.670926517571885, www.nytimes.com
30.323246217331498, www.nytimes.com
263.89102564102564, a1.nyt.com
134.98488120950324, a1.nyt.com
276.6290322580645, a1.nyt.com
197.8066037735849, a1.nyt.com
553.8911335578002, typeface.nytimes.com
838.6, int.nyt.com
692.7179487179487, static01.nyt.com
218.96943231441048, static01.nyt.com
751.1578947368421, static01.nyt.com
784.7272727272727, static01.nyt.com
851.3636363636364, static01.nyt.com
840, static01.nyt.com
2038, i1.nyt.com
134.29179331306992, graphics8.nytimes.com
253.57364341085272, graphics8.nytimes.com
489, graphics8.nytimes.com
251.57558139534885, graphics8.nytimes.com
238.28358208955223, graphics8.nytimes.com
803.125, js-agent.newrelic.com
31.71301535974131, tagx.nytimes.com
97.50179856115108, s1.nyt.com
14.94, bs.serving-sys.com
19.396103896103895, bs.serving-sys.com
19.416666666666668, bs.serving-sys.com
65.52818371607516, cdn.krxd.net
65.52818371607516, cdn.krxd.net
652.2978723404256, ds.serving-sys.com
445.8679245283019, ds.serving-sys.com
540.1833456881641, ds.serving-sys.com
201.2888888888889, js.nyt.com
248.73333333333332, js.revsci.net
5.24172856178258, static.chartbeat.com
2667, st.dynamicyield.com
776.0769230769231, pagead2.googlesyndication.com
19.799142405777477, api.brightcove.com
73.7888, cdn.dynamicyield.com
99.06403940886699, cdn.dynamicyield.com
68, ads.dynamicyield.com
